"lip_sync_id","episode_id","season_id","franchise_id","contestant","song_id","song","artist","outcome"
"LS100","F10S01E01","F10S01","F10","Akashia","S100","Supermodel (You Better Work)","RuPaul","Victoria ""Porkchop"" Parker"
"LS100","F10S01E01","F10S01","F10","Victoria ""Porkchop"" Parker","S100","Supermodel (You Better Work)","RuPaul","Victoria ""Porkchop"" Parker"
"LS101","F10S01E02","F10S01","F10","Akashia","S101","We Break the Dawn","Michelle Williams","Tammie Brown"
"LS101","F10S01E02","F10S01","F10","Tammie Brown","S101","We Break the Dawn","Michelle Williams","Tammie Brown"
"LS102","F10S01E03","F10S01","F10","Akashia","S102","The Greatest Love of All","Whitney Houston","Akashia"
"LS102","F10S01E03","F10S01","F10","Shannel","S102","The Greatest Love of All","Whitney Houston","Akashia"
"LS103","F10S01E04","F10S01","F10","Jade","S103","Would I Lie to You?","Eurythmics","Jade"
"LS103","F10S01E04","F10S01","F10","Rebecca Glasscock","S103","Would I Lie to You?","Eurythmics","Jade"
"LS104","F10S01E05","F10S01","F10","BeBe Zahara Benet","S104","Stronger","Britney Spears","Ongina"
"LS104","F10S01E05","F10S01","F10","Ongina","S104","Stronger","Britney Spears","Ongina"
"LS105","F10S01E06","F10S01","F10","Rebecca Glasscock","S105","Shackles (Praise You)","Mary Mary","Shannel"
"LS105","F10S01E06","F10S01","F10","Shannel","S105","Shackles (Praise You)","Mary Mary","Shannel"
"LS106","F10S01E08","F10S01","F10","BeBe Zahara Benet","S106","Cover Girl (Put the Bass in Your Walk)","RuPaul","Nina Flowers"
"LS106","F10S01E08","F10S01","F10","Nina Flowers","S106","Cover Girl (Put the Bass in Your Walk)","RuPaul","Nina Flowers"
"LS107","F10S02E01","F10S02","F10","Sahara Davenport","S106","Cover Girl (Put the Bass in Your Walk)","RuPaul","Shangela Laquifa Wadley"
"LS107","F10S02E01","F10S02","F10","Shangela Laquifa Wadley","S106","Cover Girl (Put the Bass in Your Walk)","RuPaul","Shangela Laquifa Wadley"
"LS116","F10S02E11","F10S02","F10","Raven","S115","Jealous of My Boogie (Gomi and RasJek Edit)","RuPaul","Raven"
"LS116","F10S02E11","F10S02","F10","Tyra Sanchez","S115","Jealous of My Boogie (Gomi and RasJek Edit)","RuPaul","Raven"
"LS108","F10S02E02","F10S02","F10","Nicole Paige Brooks","S107","My Lovin' (You're Never Gonna Get It)","En Vogue","Nicole Paige Brooks"
"LS108","F10S02E02","F10S02","F10","Raven","S107","My Lovin' (You're Never Gonna Get It)","En Vogue","Nicole Paige Brooks"
"LS109","F10S02E03","F10S02","F10","Mystique Summers Madison","S108","I Hear You Knocking","Wynonna Judd","Mystique Summers Madison"
"LS109","F10S02E03","F10S02","F10","Raven","S108","I Hear You Knocking","Wynonna Judd","Mystique Summers Madison"
"LS110","F10S02E04","F10S02","F10","Morgan McMichaels","S109","Two of Hearts","Stacey Q","Sonique"
"LS110","F10S02E04","F10S02","F10","Sonique","S109","Two of Hearts","Stacey Q","Sonique"
"LS111","F10S02E05","F10S02","F10","Morgan McMichaels","S110","Carry On","Martha Wash","Morgan McMichaels"
"LS111","F10S02E05","F10S02","F10","Sahara Davenport","S110","Carry On","Martha Wash","Morgan McMichaels"
"LS112","F10S02E06","F10S02","F10","Jujubee","S111","Black Velvet","Alannah Myles","Sahara Davenport"
"LS112","F10S02E06","F10S02","F10","Sahara Davenport","S111","Black Velvet","Alannah Myles","Sahara Davenport"
"LS113","F10S02E07","F10S02","F10","Jessica Wild","S112","He's the Greatest Dancer","Sister Sledge","Jessica Wild"
"LS113","F10S02E07","F10S02","F10","Tatianna","S112","He's the Greatest Dancer","Sister Sledge","Jessica Wild"
"LS114","F10S02E08","F10S02","F10","Jujubee","S113","Shake Your Love","Debbie Gibson","Pandora Boxx"
"LS114","F10S02E08","F10S02","F10","Pandora Boxx","S113","Shake Your Love","Debbie Gibson","Pandora Boxx"
"LS115","F10S02E09","F10S02","F10","Jujubee","S114","Something He Can Feel","Aretha Franklin","Tatianna"
"LS115","F10S02E09","F10S02","F10","Tatianna","S114","Something He Can Feel","Aretha Franklin","Tatianna"
"LS125","F10S03E10","F10S03","F10","Carmen Carrera","S124","Believe","Cher","Carmen Carrera"
"LS125","F10S03E10","F10S03","F10","Shangela","S124","Believe","Cher","Carmen Carrera"
"LS126","F10S03E11","F10S03","F10","Alexis Mateo","S125","Even Angels","Fantasia","Shangela"
"LS126","F10S03E11","F10S03","F10","Shangela","S125","Even Angels","Fantasia","Shangela"
"LS127","F10S03E12","F10S03","F10","Carmen Carrera","S126","Straight Up","Paula Abdul","Carmen Carrera"
"LS127","F10S03E12","F10S03","F10","Raja","S126","Straight Up","Paula Abdul","Carmen Carrera"
"LS128","F10S03E13","F10S03","F10","Alexis Mateo","S127","I Think About You","Patti LaBelle","Yara Sofia"
"LS128","F10S03E13","F10S03","F10","Yara Sofia","S127","I Think About You","Patti LaBelle","Yara Sofia"
"LS129","F10S03E15","F10S03","F10","Manila Luzon","S128","Champion (DJ BunJoe's Olympic Mix)","RuPaul","Manila Luzon"
"LS129","F10S03E15","F10S03","F10","Raja","S128","Champion (DJ BunJoe's Olympic Mix)","RuPaul","Manila Luzon"
"LS117","F10S03E02","F10S03","F10","Shangela","S116","The Right Stuff","Vanessa Williams","Venus D-Lite"
"LS117","F10S03E02","F10S03","F10","Venus D-Lite","S116","The Right Stuff","Vanessa Williams","Venus D-Lite"
"LS118","F10S03E03","F10S03","F10","Delta Work","S117","Bad Romance","Lady Gaga","Phoenix"
"LS118","F10S03E03","F10S03","F10","Phoenix","S117","Bad Romance","Lady Gaga","Phoenix"
"LS119","F10S03E04","F10S03","F10","India Ferrah","S118","Don't Leave Me This Way","Thelma Houston","Mimi Imfurst"
"LS119","F10S03E04","F10S03","F10","Mimi Imfurst","S118","Don't Leave Me This Way","Thelma Houston","Mimi Imfurst"
"LS120","F10S03E05","F10S03","F10","India Ferrah","S119","Meeting in the Ladies Room","Klymaxx","India Ferrah"
"LS120","F10S03E05","F10S03","F10","Stacy Layne Matthews","S119","Meeting in the Ladies Room","Klymaxx","India Ferrah"
"LS121","F10S03E06","F10S03","F10","Delta Work","S120","Looking for a New Love","Jody Watley","Mariah"
"LS121","F10S03E06","F10S03","F10","Mariah","S120","Looking for a New Love","Jody Watley","Mariah"
"LS122","F10S03E07","F10S03","F10","Alexis Mateo","S121","Knock on Wood","Amii Stewart","Stacy Layne Matthews"
"LS122","F10S03E07","F10S03","F10","Stacy Layne Matthews","S121","Knock on Wood","Amii Stewart","Stacy Layne Matthews"
"LS123","F10S03E08","F10S03","F10","Delta Work","S122","MacArthur Park","Donna Summer","Delta Work"
"LS123","F10S03E08","F10S03","F10","Manila Luzon","S122","MacArthur Park","Donna Summer","Delta Work"
"LS124","F10S03E09","F10S03","F10","Carmen Carrera","S123","Mickey (Spanish version)","Toni Basil","None"
"LS124","F10S03E09","F10S03","F10","Yara Sofia","S123","Mickey (Spanish version)","Toni Basil","None"
"LS130","F10S04E01","F10S04","F10","Alisa Summers","S129","Toxic","Britney Spears","Alisa Summers"
"LS130","F10S04E01","F10S04","F10","Jiggly Caliente","S129","Toxic","Britney Spears","Alisa Summers"
"LS139","F10S04E10","F10S04","F10","Kenya Michaels","S138","(You Make Me Feel Like) A Natural Woman","Aretha Franklin","Kenya Michaels"
"LS139","F10S04E10","F10S04","F10","Latrice Royale","S138","(You Make Me Feel Like) A Natural Woman","Aretha Franklin","Kenya Michaels"
"LS140","F10S04E11","F10S04","F10","Chad Michaels","S139","No One Else on Earth","Wynonna Judd","Latrice Royale"
"LS140","F10S04E11","F10S04","F10","Latrice Royale","S139","No One Else on Earth","Wynonna Judd","Latrice Royale"
"LS141","F10S04E13","F10S04","F10","Chad Michaels","S140","Glamazon","RuPaul","None"
"LS141","F10S04E13","F10S04","F10","Phi Phi O'Hara","S140","Glamazon","RuPaul","None"
"LS141","F10S04E13","F10S04","F10","Sharon Needles","S140","Glamazon","RuPaul","None"
"LS131","F10S04E02","F10S04","F10","Lashauwn Beyond","S130","Bad Girls","Donna Summer","Lashauwn Beyond"
"LS131","F10S04E02","F10S04","F10","The Princess","S130","Bad Girls","Donna Summer","Lashauwn Beyond"
"LS132","F10S04E03","F10S04","F10","DiDa Ritz","S131","This Will Be","Natalie Cole","The Princess"
"LS132","F10S04E03","F10S04","F10","The Princess","S131","This Will Be","Natalie Cole","The Princess"
"LS133","F10S04E04","F10S04","F10","Madame LaQueer","S132","Trouble","Pink","Madame LaQueer"
"LS133","F10S04E04","F10S04","F10","Milan","S132","Trouble","Pink","Madame LaQueer"
"LS134","F10S04E05","F10S04","F10","Kenya Michaels","S133","Vogue","Madonna","Kenya Michaels"
"LS134","F10S04E05","F10S04","F10","Milan","S133","Vogue","Madonna","Kenya Michaels"
"LS135","F10S04E06","F10S04","F10","Jiggly Caliente","S134","Born This Way","Lady Gaga","Milan"
"LS135","F10S04E06","F10S04","F10","Milan","S134","Born This Way","Lady Gaga","Milan"
"LS136","F10S04E07","F10S04","F10","Jiggly Caliente","S135","Mi Vida Loca (My Crazy Life)","Pam Tillis","Jiggly Caliente"
"LS136","F10S04E07","F10S04","F10","Willam","S135","Mi Vida Loca (My Crazy Life)","Pam Tillis","Jiggly Caliente"
"LS137","F10S04E08","F10S04","F10","Phi Phi O'Hara","S136","It's Raining Men... The Sequel","Martha Wash ft. RuPaul","None"
"LS137","F10S04E08","F10S04","F10","Sharon Needles","S136","It's Raining Men... The Sequel","Martha Wash ft. RuPaul","None"
"LS138","F10S04E09","F10S04","F10","DiDa Ritz","S137","I've Got to Use My Imagination","Gladys Knight & The Pips","DiDa Ritz"
"LS138","F10S04E09","F10S04","F10","Latrice Royale","S137","I've Got to Use My Imagination","Gladys Knight & The Pips","DiDa Ritz"
"LS148","F10S05E01","F10S05","F10","Penny Tration","S147","Party in the U.S.A.","Miley Cyrus","Penny Tration"
"LS148","F10S05E01","F10S05","F10","Serena ChaCha","S147","Party in the U.S.A.","Miley Cyrus","Penny Tration"
"LS157","F10S05E10","F10S05","F10","Coco Montrese","S156","(It Takes) Two to Make It Right","Seduction","Coco Montrese"
"LS157","F10S05E10","F10S05","F10","Detox","S156","(It Takes) Two to Make It Right","Seduction","Coco Montrese"
"LS158","F10S05E11","F10S05","F10","Detox","S157","Malambo No. 1","Yma Sumac","Detox"
"LS158","F10S05E11","F10S05","F10","Jinkx Monsoon","S157","Malambo No. 1","Yma Sumac","Detox"
"LS159","F10S05E12","F10S05","F10","Alaska","S158","The Beginning","RuPaul","None"
"LS159","F10S05E12","F10S05","F10","Jinkx Monsoon","S158","The Beginning","RuPaul","None"
"LS159","F10S05E12","F10S05","F10","Roxxxy Andrews","S158","The Beginning","RuPaul","None"
"LS149","F10S05E02","F10S05","F10","Monica Beverly Hillz","S148","Only Girl (In the World)","Rihanna","Serena ChaCha"
"LS149","F10S05E02","F10S05","F10","Serena ChaCha","S148","Only Girl (In the World)","Rihanna","Serena ChaCha"
"LS150","F10S05E03","F10S05","F10","Coco Montrese","S149","When I Grow Up","The Pussycat Dolls","Monica Beverly Hillz"
"LS150","F10S05E03","F10S05","F10","Monica Beverly Hillz","S149","When I Grow Up","The Pussycat Dolls","Monica Beverly Hillz"
"LS151","F10S05E04","F10S05","F10","Honey Mahogany","S150","Oops!... I Did It Again","Britney Spears","Honey Mahogany, Vivienne Pinay"
"LS151","F10S05E04","F10S05","F10","Vivienne Pinay","S150","Oops!... I Did It Again","Britney Spears","Honey Mahogany, Vivienne Pinay"
"LS152","F10S05E05","F10S05","F10","Detox","S151","Take Me Home","Cher","Lineysha Sparx"
"LS152","F10S05E05","F10S05","F10","Lineysha Sparx","S151","Take Me Home","Cher","Lineysha Sparx"
"LS153","F10S05E06","F10S05","F10","Coco Montrese","S152","I'm So Excited","The Pointer Sisters","Jade Jolie"
"LS153","F10S05E06","F10S05","F10","Jade Jolie","S152","I'm So Excited","The Pointer Sisters","Jade Jolie"
"LS154","F10S05E07","F10S05","F10","Alyssa Edwards","S153","Whip My Hair","Willow Smith","None"
"LS154","F10S05E07","F10S05","F10","Roxxxy Andrews","S153","Whip My Hair","Willow Smith","None"
"LS155","F10S05E08","F10S05","F10","Alyssa Edwards","S154","Ain't Nothin' Goin' On but the Rent","Gwen Guthrie","Ivy Winters"
"LS155","F10S05E08","F10S05","F10","Ivy Winters","S154","Ain't Nothin' Goin' On but the Rent","Gwen Guthrie","Ivy Winters"
"LS156","F10S05E09","F10S05","F10","Alyssa Edwards","S155","Cold Hearted","Paula Abdul","Alyssa Edwards"
"LS156","F10S05E09","F10S05","F10","Coco Montrese","S155","Cold Hearted","Paula Abdul","Alyssa Edwards"
"LS160","F10S06E01","F10S06","F10","Kelly Mantle","S159","Express Yourself","Madonna","Kelly Mantle"
"LS160","F10S06E01","F10S06","F10","Vivacious","S159","Express Yourself","Madonna","Kelly Mantle"
"LS169","F10S06E10","F10S06","F10","Adore Delano","S168","Think","Aretha Franklin","Joslyn Fox"
"LS169","F10S06E10","F10S06","F10","Joslyn Fox","S168","Think","Aretha Franklin","Joslyn Fox"
"LS170","F10S06E11","F10S06","F10","BenDeLaCreme","S169","Stronger (What Doesn't Kill You)","Kelly Clarkson","BenDeLaCreme"
"LS170","F10S06E11","F10S06","F10","Darienne Lake","S169","Stronger (What Doesn't Kill You)","Kelly Clarkson","BenDeLaCreme"
"LS171","F10S06E12","F10S06","F10","Adore Delano","S170","Sissy That Walk","RuPaul","Darienne Lake"
"LS171","F10S06E12","F10S06","F10","Darienne Lake","S170","Sissy That Walk","RuPaul","Darienne Lake"
"LS171","F10S06E12","F10S06","F10","Bianca Del Rio","S170","Sissy That Walk","RuPaul","Darienne Lake"
"LS171","F10S06E12","F10S06","F10","Courtney Act","S170","Sissy That Walk","RuPaul","Darienne Lake"
"LS161","F10S06E02","F10S06","F10","Darienne Lake","S160","Turn the Beat Around","Vicki Sue Robinson","Magnolia Crawford"
"LS161","F10S06E02","F10S06","F10","Magnolia Crawford","S160","Turn the Beat Around","Vicki Sue Robinson","Magnolia Crawford"
"LS162","F10S06E03","F10S06","F10","April Carrión","S161","Shake It Up","Selena Gomez","Vivacious"
"LS162","F10S06E03","F10S06","F10","Vivacious","S161","Shake It Up","Selena Gomez","Vivacious"
"LS163","F10S06E04","F10S06","F10","April Carrión","S162","I'm Every Woman","Chaka Khan","April Carrión"
"LS163","F10S06E04","F10S06","F10","Trinity K. Bonet","S162","I'm Every Woman","Chaka Khan","April Carrión"
"LS164","F10S06E05","F10S06","F10","Gia Gunn","S163","Head to Toe","Lisa Lisa & Cult Jam","Gia Gunn"
"LS164","F10S06E05","F10S06","F10","Laganja Estranja","S163","Head to Toe","Lisa Lisa & Cult Jam","Gia Gunn"
"LS165","F10S06E06","F10S06","F10","Milk","S164","Whatta Man","Salt-n-Pepa, En Vogue","Milk"
"LS165","F10S06E06","F10S06","F10","Trinity K. Bonet","S164","Whatta Man","Salt-n-Pepa, En Vogue","Milk"
"LS166","F10S06E07","F10S06","F10","BenDeLaCreme","S165","Point of No Return","Exposé","None"
"LS166","F10S06E07","F10S06","F10","Darienne Lake","S165","Point of No Return","Exposé","None"
"LS167","F10S06E08","F10S06","F10","Joslyn Fox","S166","Stupid Girls","Pink","Laganja Estranja"
"LS167","F10S06E08","F10S06","F10","Laganja Estranja","S166","Stupid Girls","Pink","Laganja Estranja"
"LS168","F10S06E09","F10S06","F10","Adore Delano","S167","Vibeology","Paula Abdul","Trinity K. Bonet"
"LS168","F10S06E09","F10S06","F10","Trinity K. Bonet","S167","Vibeology","Paula Abdul","Trinity K. Bonet"
"LS172","F10S07E01","F10S07","F10","Kandy Ho","S171","Geronimo","RuPaul ft. Lucian Piane","Tempest DuJour"
"LS172","F10S07E01","F10S07","F10","Tempest DuJour","S171","Geronimo","RuPaul ft. Lucian Piane","Tempest DuJour"
"LS181","F10S07E10","F10S07","F10","Ginger Minj","S180","Show Me Love","Robin S.","Trixie Mattel"
"LS181","F10S07E10","F10S07","F10","Trixie Mattel","S180","Show Me Love","Robin S.","Trixie Mattel"
"LS182","F10S07E11","F10S07","F10","Katya","S181","Roar","Katy Perry","Katya"
"LS182","F10S07E11","F10S07","F10","Kennedy Davenport","S181","Roar","Katy Perry","Katya"
"LS183","F10S07E12","F10S07","F10","Ginger Minj","S182","Born Naked","RuPaul ft. Clairy Browne","Kennedy Davenport"
"LS183","F10S07E12","F10S07","F10","Kennedy Davenport","S182","Born Naked","RuPaul ft. Clairy Browne","Kennedy Davenport"
"LS183","F10S07E12","F10S07","F10","Pearl","S182","Born Naked","RuPaul ft. Clairy Browne","Kennedy Davenport"
"LS183","F10S07E12","F10S07","F10","Violet Chachki","S182","Born Naked","RuPaul ft. Clairy Browne","Kennedy Davenport"
"LS173","F10S07E02","F10S07","F10","Katya","S172","Twist of Fate","Olivia Newton-John","Sasha Belle"
"LS173","F10S07E02","F10S07","F10","Sasha Belle","S172","Twist of Fate","Olivia Newton-John","Sasha Belle"
"LS174","F10S07E03","F10S07","F10","Jasmine Masters","S173","I Was Gonna Cancel","Kylie Minogue","Jasmine Masters"
"LS174","F10S07E03","F10S07","F10","Kennedy Davenport","S173","I Was Gonna Cancel","Kylie Minogue","Jasmine Masters"
"LS175","F10S07E04","F10S07","F10","Pearl","S174","Dreaming","Blondie","Trixie Mattel"
"LS175","F10S07E04","F10S07","F10","Trixie Mattel","S174","Dreaming","Blondie","Trixie Mattel"
"LS176","F10S07E05","F10S07","F10","Kandy Ho","S175","Lovergirl","Teena Marie","Mrs. Kasha Davis"
"LS176","F10S07E05","F10S07","F10","Mrs. Kasha Davis","S175","Lovergirl","Teena Marie","Mrs. Kasha Davis"
"LS177","F10S07E06","F10S07","F10","Jaidynn Diore Fierce","S176","Break Free","Ariana Grande ft. Zedd","Kandy Ho"
"LS177","F10S07E06","F10S07","F10","Kandy Ho","S176","Break Free","Ariana Grande ft. Zedd","Kandy Ho"
"LS178","F10S07E07","F10S07","F10","Jaidynn Diore Fierce","S177","No More Lies","Michel'le","Max"
"LS178","F10S07E07","F10S07","F10","Max","S177","No More Lies","Michel'le","Max"
"LS179","F10S07E08","F10S07","F10","Ginger Minj(with Sasha Belle)","S178","I Think We're Alone Now","Tiffany","Jaidynn Diore Fierce"
"LS179","F10S07E08","F10S07","F10","Jaidynn Diore Fierce(with Tempest DuJour)","S178","I Think We're Alone Now","Tiffany","Jaidynn Diore Fierce"
"LS180","F10S07E09","F10S07","F10","Miss Fame","S179","Really Don't Care","Demi Lovato ft. Cher Lloyd","Miss Fame"
"LS180","F10S07E09","F10S07","F10","Pearl","S179","Really Don't Care","Demi Lovato ft. Cher Lloyd","Miss Fame"
"LS184","F10S08E01","F10S08","F10","Laila McQueen","S183","Applause","Lady Gaga","Naysha Lopez"
"LS184","F10S08E01","F10S08","F10","Naysha Lopez","S183","Applause","Lady Gaga","Naysha Lopez"
"LS185","F10S08E02","F10S08","F10","Dax ExclamationPoint","S184","I Will Survive","Gloria Gaynor","Dax ExclamationPoint, Laila McQueen"
"LS185","F10S08E02","F10S08","F10","Laila McQueen","S184","I Will Survive","Gloria Gaynor","Dax ExclamationPoint, Laila McQueen"
"LS186","F10S08E03","F10S08","F10","Cynthia Lee Fontaine","S185","Mesmerized (Freemasons Radio Edit)","Faith Evans","Cynthia Lee Fontaine"
"LS186","F10S08E03","F10S08","F10","Robbie Turner","S185","Mesmerized (Freemasons Radio Edit)","Faith Evans","Cynthia Lee Fontaine"
"LS187","F10S08E04","F10S08","F10","Chi Chi DeVayne","S186","Call Me","Blondie","Naysha Lopez"
"LS187","F10S08E04","F10S08","F10","Naysha Lopez","S186","Call Me","Blondie","Naysha Lopez"
"LS188","F10S08E05","F10S08","F10","Acid Betty","S187","Causing a Commotion","Madonna","Acid Betty"
"LS188","F10S08E05","F10S08","F10","Naomi Smalls","S187","Causing a Commotion","Madonna","Acid Betty"
"LS189","F10S08E06","F10S08","F10","Derrick Barry","S188","I Love It","Icona Pop ft. Charli XCX","Robbie Turner"
"LS189","F10S08E06","F10S08","F10","Robbie Turner","S188","I Love It","Icona Pop ft. Charli XCX","Robbie Turner"
"LS190","F10S08E07","F10S08","F10","Chi Chi DeVayne","S189","And I Am Telling You I'm Not Going","Jennifer Holliday","Thorgy Thor"
"LS190","F10S08E07","F10S08","F10","Thorgy Thor","S189","And I Am Telling You I'm Not Going","Jennifer Holliday","Thorgy Thor"
"LS191","F10S08E08","F10S08","F10","Bob the Drag Queen","S190","You Make Me Feel (Mighty Real)","Sylvester","Derrick Barry"
"LS191","F10S08E08","F10S08","F10","Derrick Barry","S190","You Make Me Feel (Mighty Real)","Sylvester","Derrick Barry"
"LS192","F10S08E09","F10S08","F10","Bob the Drag Queen","S191","The Realness","RuPaul","Chi Chi DeVayne"
"LS192","F10S08E09","F10S08","F10","Chi Chi DeVayne","S191","The Realness","RuPaul","Chi Chi DeVayne"
"LS192","F10S08E09","F10S08","F10","Kim Chi","S191","The Realness","RuPaul","Chi Chi DeVayne"
"LS192","F10S08E09","F10S08","F10","Naomi Smalls","S191","The Realness","RuPaul","Chi Chi DeVayne"
"LS209","F10S09E10","F10S09","F10","Nina Bo'Nina Brown","S208","Cool for the Summer","Demi Lovato","Nina Bo'Nina Brown"
"LS209","F10S09E10","F10S09","F10","Shea Couleé","S208","Cool for the Summer","Demi Lovato","Nina Bo'Nina Brown"
"LS210","F10S09E11","F10S09","F10","Alexis Michelle","S209","Macho Man","Village People","Alexis Michelle"
