"song_id","song","artist","spotify_track_id","spotify_artist_id","spotify_song","spotify_artist","album","track_url","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature"
"S100","Supermodel (You Better Work)","RuPaul","36Rpz4MZQhGknLEmTmHr8v","2SdOKxC1sSxEyv8JYERaNe","Supermodel (You Better Work)","RuPaul","Supermodel of the World","https://open.spotify.com/track/36Rpz4MZQhGknLEmTmHr8v",0.792,0.562,7,-11.379,1,0.0929,0.0152,7.53e-05,0.428,0.592,126.221,239933,4
"S101","We Break the Dawn","Michelle Williams","01drW5lmrI1SWrSkDzivsj","6t7nbFAc2dUa7oNu7kBOui","We Break the Dawn","Michelle Williams","We Break the Dawn","https://open.spotify.com/track/01drW5lmrI1SWrSkDzivsj",0.708,0.635,4,-5.304,0,0.0389,0.0324,0.000495,0.109,0.387,110.978,236147,4
"S102","The Greatest Love of All","Whitney Houston","3yOzDXX8cTz25jid6uKTFD","6XpaIBNiVzIetEPCWDvAFP","Greatest Love of All","Whitney Houston","Whitney Houston (The Deluxe Anniversary Edition)","https://open.spotify.com/track/3yOzDXX8cTz25jid6uKTFD",0.534,0.399,9,-10.45,1,0.0324,0.682,0,0.172,0.29,130.961,296600,4
"S103","Would I Lie to You?","Eurythmics","1lJZSsMoWEbrgaY6CxPMf8","0NKDgy9j66h3DLnN8qu1bB","Would I Lie to You? - Remastered Version","Eurythmics","Be Yourself Tonight","https://open.spotify.com/track/1lJZSsMoWEbrgaY6CxPMf8",0.613,0.912,2,-4.638,1,0.0328,0.0378,3.65e-05,0.52,0.733,131.968,268240,4
"S104","Stronger","Britney Spears","5QhBKPqsnX1uY9fZNaAtZg","26dSoYclwsYLMAKD3tpOr4","Stronger","Britney Spears","Oops!... I Did It Again","https://open.spotify.com/track/5QhBKPqsnX1uY9fZNaAtZg",0.707,0.923,11,-3.957,1,0.0521,0.128,0.000437,0.273,0.842,108.049,203000,4
"S105","Shackles (Praise You)","Mary Mary","7JKEA8xYDoFp4q0QBW2PGg","12Kgt2eahvxNWhD5PnSUde","Shackles (Praise You)","Mary Mary","Go Get It","https://open.spotify.com/track/7JKEA8xYDoFp4q0QBW2PGg",0.779,0.834,7,-2.773,1,0.162,0.0343,0,0.0886,0.8,100.46,198347,4
"S106","Cover Girl (Put the Bass in Your Walk)","RuPaul","7jman10UPhzhtOOqZLjSsh","2SdOKxC1sSxEyv8JYERaNe","Cover Girl","RuPaul","Champion","https://open.spotify.com/track/7jman10UPhzhtOOqZLjSsh",0.918,0.746,6,-4.779,0,0.0851,0.00334,2.86e-05,0.0959,0.717,127.995,178627,4
"S115","Jealous of My Boogie (Gomi and RasJek Edit)","RuPaul","1nw1pEmUmAug0UviCn9KHO","2SdOKxC1sSxEyv8JYERaNe","Jealous of My Boogie - Gomi & RasJek Edit","RuPaul","Jealous Of My Boogie - The RuMixes","https://open.spotify.com/track/1nw1pEmUmAug0UviCn9KHO",0.709,0.789,2,-5.21,0,0.0434,0.303,0,0.347,0.754,122.969,214493,4
"S107","My Lovin' (You're Never Gonna Get It)","En Vogue","3R97rNX7JnmshCWBwOSFet","5fikk4h5qbEebqK2Fc6e48","My Lovin' (You're Never Gonna Get It)","En Vogue","Funky Divas","https://open.spotify.com/track/3R97rNX7JnmshCWBwOSFet",0.767,0.839,8,-5.519,1,0.0613,0.0318,9.31e-06,0.111,0.461,98.055,281613,4
"S108","I Hear You Knocking","Wynonna Judd","1LFvcyg3bpq7AffqwuZ13K","4yiXkMbxDIZ3jgEG89NSC1","I Hear You Knocking","Wynonna","Sing - Chapter 1","https://open.spotify.com/track/1LFvcyg3bpq7AffqwuZ13K",0.685,0.933,9,-3.935,1,0.0472,0.0558,8.04e-06,0.276,0.562,108.047,175600,4
"S109","Two of Hearts","Stacey Q","2dURQIBrw3XcHyVZlfdpC1","3q8tRS0hCMVCylgKAoA0ya","Two of Hearts","Stacey Q","Better Than Heaven","https://open.spotify.com/track/2dURQIBrw3XcHyVZlfdpC1",0.852,0.523,5,-6.716,0,0.032,0.0833,0,0.106,0.65,130.154,237533,4
"S110","Carry On","Martha Wash","3Cg0TgAFloolCYYtAkyyYa","7htVGwGw3uAa7Axft4MTnx","Carry On","Martha Wash","Martha Wash","https://open.spotify.com/track/3Cg0TgAFloolCYYtAkyyYa",0.729,0.753,7,-7.762,1,0.064,0.0672,0.0145,0.0668,0.468,118.874,256333,4
"S111","Black Velvet","Alannah Myles","1KU5EHSz04JhGg3rReGJ0N","6IYnSXO40Bh7Zdqhf6rQoj","Black Velvet","Alannah Myles","Alannah Myles","https://open.spotify.com/track/1KU5EHSz04JhGg3rReGJ0N",0.754,0.366,8,-10.07,1,0.0312,0.273,9.04e-05,0.106,0.469,91.147,287440,4
"S112","He's the Greatest Dancer","Sister Sledge","5WwRKYnVy9dekqXAGPbAvU","6gkWznnJkdkwRPVcmnrays","He's the Greatest Dancer - 1995 Remaster","Sister Sledge","We Are Family (1995 Remaster)","https://open.spotify.com/track/5WwRKYnVy9dekqXAGPbAvU",0.7,0.816,7,-9.711,0,0.044,0.00115,0.00123,0.0901,0.838,113.244,375400,4
"S113","Shake Your Love","Debbie Gibson","6gM3uxq9TPkms83bTSlK10","18jZvCsW1PJ4FDQ5gEXuKp","Shake Your Love","Debbie Gibson","Out Of The Blue","https://open.spotify.com/track/6gM3uxq9TPkms83bTSlK10",0.784,0.746,11,-10.681,0,0.0477,0.405,0,0.0568,0.83,120.55,222933,4
"S114","Something He Can Feel","Aretha Franklin","4IOtu2nO8Us3kPtEZmUr0k","7nwUJBm0HE4ZxD3f5cy5ok","Something He Can Feel","Aretha Franklin","Sparkle","https://open.spotify.com/track/4IOtu2nO8Us3kPtEZmUr0k",0.613,0.393,0,-13.305,1,0.0442,0.224,0,0.45,0.64,107.72,381827,3
"S124","Believe","Cher","2goLsvvODILDzeeiT4dAoR","72OaDtakiy6yFqkt4TsiFt","Believe","Cher","Believe","https://open.spotify.com/track/2goLsvvODILDzeeiT4dAoR",0.652,0.917,6,-6.72,1,0.0548,0.0082,0,0.0509,0.459,132.975,239027,4
"S125","Even Angels","Fantasia","0g5HMIpIO92FFVSxsD8RqB","7xAcVHPiirnUqfdqo0USb1","Even Angels","Fantasia","Back To Me","https://open.spotify.com/track/0g5HMIpIO92FFVSxsD8RqB",0.611,0.584,1,-7.629,1,0.0609,0.0256,1.2e-06,0.112,0.32,79.913,232640,4
"S126","Straight Up","Paula Abdul","5xl5582IihbEZAnfj0xyso","4PpmBoqphQusNFsxuVKb6j","Straight Up","Paula Abdul","Forever Your Girl","https://open.spotify.com/track/5xl5582IihbEZAnfj0xyso",0.769,0.826,7,-8.252,1,0.0624,0.267,0.0177,0.0638,0.762,95.862,250032,4
"S127","I Think About You","Patti LaBelle","4doSpsX1xxbf55TMA85I3G","0ty0xha1dbprYIUAQufkFn","I Think About You","Patti LaBelle","Patti Labelle (Expanded Edition)","https://open.spotify.com/track/4doSpsX1xxbf55TMA85I3G",0.472,0.779,0,-6.907,1,0.132,0.031,2e-04,0.0855,0.755,115.733,269707,4
"S128","Champion (DJ BunJoe's Olympic Mix)","RuPaul","4OqiUe0PIAYoEj3cWTNRnJ","2SdOKxC1sSxEyv8JYERaNe","Champion - DJ BunJoe's Olympic Mix","RuPaul","Drag Race","https://open.spotify.com/track/4OqiUe0PIAYoEj3cWTNRnJ",0.706,0.83,1,-5.15,0,0.0469,0.00481,0,0.0457,0.726,130.016,221773,4
"S116","The Right Stuff","Vanessa Williams","4XOq7frultDFgx4l3wuRPc","75L9s8KVrhCNtBUkZFnDFW","The Right Stuff","Vanessa Williams","The Right Stuff","https://open.spotify.com/track/4XOq7frultDFgx4l3wuRPc",0.8,0.66,11,-11.164,0,0.0568,0.0637,0.0105,0.0352,0.576,112.592,267173,4
"S117","Bad Romance","Lady Gaga","0SiywuOBRcynK0uKGWdCnn","1HY2Jd0NmPuamShAr6KMms","Bad Romance","Lady Gaga","The Fame Monster (Deluxe Edition)","https://open.spotify.com/track/0SiywuOBRcynK0uKGWdCnn",0.696,0.921,0,-3.755,1,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,294573,4
"S118","Don't Leave Me This Way","Thelma Houston","2rBBhFXtuMoGuwYTSDpAdF","3sgUnR8TF35euWEV07RPyO","Don't Leave Me This Way","Thelma Houston","The Best Of","https://open.spotify.com/track/2rBBhFXtuMoGuwYTSDpAdF",0.553,0.839,0,-5.844,0,0.116,0.153,6e-05,0.13,0.673,121.819,217733,4
"S119","Meeting in the Ladies Room","Klymaxx","7mL0DJOgIJ9Z4b0NHVtTZe","2wh5Qu35PjDbJBqAv65RGa","Meeting In The Ladies Room","Klymaxx","Meeting In The Ladies Room","https://open.spotify.com/track/7mL0DJOgIJ9Z4b0NHVtTZe",0.822,0.64,11,-14.306,0,0.0579,0.0943,0.551,0.0534,0.965,127.972,316373,4
"S120","Looking for a New Love","Jody Watley","7BeV8s7R68eqPelMmvp5tu","71aKjsWKYqASAffyIQaocZ","Looking For A New Love - Radio Edit","Jody Watley","20th Century Masters: The Millennium Collection: Best Of Jody Watley","https://open.spotify.com/track/7BeV8s7R68eqPelMmvp5tu",0.905,0.604,4,-7.433,0,0.0413,0.149,9.24e-05,0.0523,0.899,109.196,242400,4
"S121","Knock on Wood","Amii Stewart","6120uJUyg6QDzaAJUosTx5","7GPNaPWw3STF8NYp39pd8G","Knock On Wood","Amii Stewart","Greatest Hits","https://open.spotify.com/track/6120uJUyg6QDzaAJUosTx5",0.689,0.805,2,-11.199,1,0.0429,0.0019,8.23e-05,0.0683,0.914,140.791,250520,4
"S122","MacArthur Park","Donna Summer","42tYHqMxXxXHAAWqLaoOfQ","2eogQKWWoohI3BSnoG7E2U","MacArthur Park - Single Version","Donna Summer","On The Radio: Greatest Hits Volumes I & II","https://open.spotify.com/track/42tYHqMxXxXHAAWqLaoOfQ",0.579,0.667,4,-12.361,0,0.04,0.0829,0.000605,0.0547,0.449,131.022,235200,4
"S123","Mickey (Spanish version)","Toni Basil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S129","Toxic","Britney Spears","6I9VzXrHxO9rA9A5euc8Ak","26dSoYclwsYLMAKD3tpOr4","Toxic","Britney Spears","In The Zone","https://open.spotify.com/track/6I9VzXrHxO9rA9A5euc8Ak",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4
"S138","(You Make Me Feel Like) A Natural Woman","Aretha Franklin","5K09WxKdlkroDyEVyOSySy","7nwUJBm0HE4ZxD3f5cy5ok","(You Make Me Feel Like) A Natural Woman","Aretha Franklin","Lady Soul (With Bonus Selections)","https://open.spotify.com/track/5K09WxKdlkroDyEVyOSySy",0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89,165333,3
"S139","No One Else on Earth","Wynonna Judd","52PGtJuGEFNVOnRdLac1Av","4yiXkMbxDIZ3jgEG89NSC1","No One Else On Earth","Wynonna","Collection","https://open.spotify.com/track/52PGtJuGEFNVOnRdLac1Av",0.775,0.861,0,-7.119,1,0.0295,0.188,4.2e-06,0.199,0.964,98.649,255400,4
"S140","Glamazon","RuPaul","5CWWW4y4Px1dZcLwgzsgoD","2SdOKxC1sSxEyv8JYERaNe","Glamazon","RuPaul","Glamazon","https://open.spotify.com/track/5CWWW4y4Px1dZcLwgzsgoD",0.805,0.595,9,-4.776,0,0.0457,0.00214,0,0.0824,0.845,123.014,218733,4
"S130","Bad Girls","Donna Summer","1ibRqifchaAfeNdQGpbRVW","2eogQKWWoohI3BSnoG7E2U","Bad Girls","Donna Summer","Bad Girls","https://open.spotify.com/track/1ibRqifchaAfeNdQGpbRVW",0.857,0.7,2,-14.506,0,0.0358,0.00387,0.0164,0.411,0.973,120.529,295107,4
"S131","This Will Be","Natalie Cole","0PDCewmZCp0P5s00bptcdd","5tTsrGPwQRWUsHR2Xf7Ke9","This Will Be (An Everlasting Love)","Natalie Cole","Inseparable","https://open.spotify.com/track/0PDCewmZCp0P5s00bptcdd",0.685,0.623,8,-11.146,1,0.042,0.228,0.00234,0.0295,0.896,126.739,171960,4
"S132","Trouble","Pink","0qrGSKtrEj7PJAGVBFE9vG","1KCSPY1glIKqW2TotWuXOR","Trouble","P!nk","Try This","https://open.spotify.com/track/0qrGSKtrEj7PJAGVBFE9vG",0.572,0.933,7,-2.705,1,0.05,0.00825,0,0.244,0.848,135.56,193600,4
"S133","Vogue","Madonna","27QvYgBk0CHOVHthWnkuWt","6tbjWDEIzxoDsBA1FuhfPW","Vogue","Madonna","Celebration (double disc version)","https://open.spotify.com/track/27QvYgBk0CHOVHthWnkuWt",0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,316813,4
"S134","Born This Way","Lady Gaga","6r2BECwMgEoRb5yLfp0Hca","1HY2Jd0NmPuamShAr6KMms","Born This Way","Lady Gaga","Born This Way (Special Edition)","https://open.spotify.com/track/6r2BECwMgEoRb5yLfp0Hca",0.587,0.828,11,-5.108,1,0.161,0.00327,0,0.331,0.494,123.907,260253,4
"S135","Mi Vida Loca (My Crazy Life)","Pam Tillis","10XPQ01LMDmvwDdOsVlPc1","1SX44N5qjWuFcCK8WTO0c6","Mi Vida Loca (My Crazy Life)","Pam Tillis","Pam Tillis","https://open.spotify.com/track/10XPQ01LMDmvwDdOsVlPc1",0.466,0.662,9,-11.254,1,0.0592,0.041,0.00864,0.331,0.543,180.091,212360,4
"S136","It's Raining Men... The Sequel","Martha Wash ft. RuPaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"S137","I've Got to Use My Imagination","Gladys Knight & The Pips","5r3q5qzU1LoxfORgwuvLCa","0TF2NxkJZPQoX1H53rEFM1","I've Got to Use My Imagination","Gladys Knight & The Pips","Imagination (Expanded Edition)","https://open.spotify.com/track/5r3q5qzU1LoxfORgwuvLCa",0.933,0.758,9,-12.105,0,0.0397,0.275,0.0531,0.073,0.968,121.126,210480,4
"S147","Party in the U.S.A.","Miley Cyrus","5Q0Nhxo0l2bP3pNjpGJwV1","5YGY8feqx7naU7z4HrwZM6","Party In The U.S.A.","Miley Cyrus","The Time Of Our Lives","https://open.spotify.com/track/5Q0Nhxo0l2bP3pNjpGJwV1",0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,202067,4
"S156","(It Takes) Two to Make It Right","Seduction","6GS6uE1vDmtzxO8GztAR2O","66pXn4ZrPf6yzk5PHGkUZA","Two To Make It Right","Seduction","Nothing Matters Without Love","https://open.spotify.com/track/6GS6uE1vDmtzxO8GztAR2O",0.772,0.598,7,-10.857,0,0.0429,0.204,0.00345,0.513,0.717,114.419,282267,4
"S157","Malambo No. 1","Yma Sumac","31EKf1HRXKA3lD2LOjJJNX","7uUqe62ijXAfGhpC9XP3KW","Malambo No. 1","Moises Vivanco","Mambo!","https://open.spotify.com/track/31EKf1HRXKA3lD2LOjJJNX",0.705,0.532,10,-11.724,1,0.0846,0.805,0.00184,0.0945,0.846,103.904,176600,4
"S158","The Beginning","RuPaul","10Xt9nkxQZNsPDtg30xpvR","2SdOKxC1sSxEyv8JYERaNe","The Beginning","RuPaul","Glamazon","https://open.spotify.com/track/10Xt9nkxQZNsPDtg30xpvR",0.586,0.809,0,-4.982,0,0.0525,0.000121,8.29e-05,0.34,0.787,133.99,230520,4
"S148","Only Girl (In the World)","Rihanna","2ENexcMEMsYk0rVJigVD3i","5pKCCKE2ajJHZ9KAiaK11H","Only Girl (In The World)","Rihanna","Loud (Japan Version)","https://open.spotify.com/track/2ENexcMEMsYk0rVJigVD3i",0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,235493,4
"S149","When I Grow Up","The Pussycat Dolls","21pySLskKIKrhDziCX5ojQ","6wPhSqRtPu1UhRCDX5yaDJ","When I Grow Up","The Pussycat Dolls","Doll Domination (Deluxe)","https://open.spotify.com/track/21pySLskKIKrhDziCX5ojQ",0.671,0.685,11,-5.762,0,0.05,0.00165,0,0.398,0.368,118.449,245680,4
"S150","Oops!... I Did It Again","Britney Spears","6naxalmIoLFWR0siv8dnQQ","26dSoYclwsYLMAKD3tpOr4","Oops!...I Did It Again","Britney Spears","Oops!... I Did It Again","https://open.spotify.com/track/6naxalmIoLFWR0siv8dnQQ",0.751,0.834,1,-5.444,0,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,4
"S151","Take Me Home","Cher","3YWTp4Ap4sZNIyFkP0a0rx","72OaDtakiy6yFqkt4TsiFt","Take Me Home","Cher","Take Me Home","https://open.spotify.com/track/3YWTp4Ap4sZNIyFkP0a0rx",0.706,0.524,4,-12.357,1,0.0681,0.00562,2.13e-05,0.0297,0.894,121.979,403000,4
"S152","I'm So Excited","The Pointer Sisters","1ot6jEe4w4hYnsOPjd3xKQ","2kreKea2n96dXjcyAU9j5N","I'm So Excited","The Pointer Sisters","So Excited! (Expanded Edition)","https://open.spotify.com/track/1ot6jEe4w4hYnsOPjd3xKQ",0.59,0.868,5,-5.832,0,0.048,0.0962,0.000322,0.442,0.798,184.348,230640,4
"S153","Whip My Hair","Willow Smith","4Dio1t8RHzLv1nfPJTSZyP","3rWZHrfrsPBxVy692yAIxF","Whip My Hair","WILLOW","Whip My Hair","https://open.spotify.com/track/4Dio1t8RHzLv1nfPJTSZyP",0.552,0.98,9,-4.676,0,0.254,0.00159,0.00552,0.438,0.668,162.961,195440,4
"S154","Ain't Nothin' Goin' On but the Rent","Gwen Guthrie","4De6tTVXe0N3V0OPOmkvT3","77HthcNFa6SbicRaQKdhyy","Ain't Nothin' Goin' On But The Rent","Gwen Guthrie","Good To Go Lover","https://open.spotify.com/track/4De6tTVXe0N3V0OPOmkvT3",0.793,0.681,10,-11.772,0,0.0825,0.084,0.00022,0.532,0.888,107.244,359560,4
"S155","Cold Hearted","Paula Abdul","6jrp8qBMJO6vhAeYVAsdk9","4PpmBoqphQusNFsxuVKb6j","Cold Hearted","Paula Abdul","Forever Your Girl","https://open.spotify.com/track/6jrp8qBMJO6vhAeYVAsdk9",0.879,0.679,7,-8.59,0,0.0421,0.149,0.00871,0.0787,0.724,122.38,230853,4
"S159","Express Yourself","Madonna","4Df9M5DO93rtukF9oPtuzW","6tbjWDEIzxoDsBA1FuhfPW","Express Yourself (Remix Edit) - 2022 Remaster","Madonna","Finally Enough Love","https://open.spotify.com/track/4Df9M5DO93rtukF9oPtuzW",0.663,0.912,7,-4.09,1,0.0436,0.00549,0.12,0.089,0.574,115.506,299805,4
"S168","Think","Aretha Franklin","4yQw7FR9lcvL6RHtegbJBh","7nwUJBm0HE4ZxD3f5cy5ok","Think","Aretha Franklin","Aretha Now","https://open.spotify.com/track/4yQw7FR9lcvL6RHtegbJBh",0.687,0.63,6,-10.817,1,0.0389,0.251,0,0.221,0.926,110.051,139733,4
"S169","Stronger (What Doesn't Kill You)","Kelly Clarkson","6D60klaHqbCl9ySc8VcRss","3BmGtnKgCSGYIUhmivXKWX","Stronger (What Doesn't Kill You)","Kelly Clarkson","Stronger (Deluxe Version)","https://open.spotify.com/track/6D60klaHqbCl9ySc8VcRss",0.562,0.939,0,-4.282,1,0.0475,0.046,0,0.112,0.684,116.044,221947,4
"S170","Sissy That Walk","RuPaul","5PHPENfE3RVmHGAA2A7Hfx","2SdOKxC1sSxEyv8JYERaNe","Sissy That Walk","RuPaul","Born Naked","https://open.spotify.com/track/5PHPENfE3RVmHGAA2A7Hfx",0.826,0.614,11,-4.22,1,0.0561,0.0191,0.0172,0.0865,0.591,126.046,212693,4
"S160","Turn the Beat Around","Vicki Sue Robinson","2TziLOnBMT8kDVo2LA1X6t","25pwh5JrKHzLv2FTPSvoqa","Turn the Beat Around - Single Version","Vicki Sue Robinson","Radio Hits Of the '70s","https://open.spotify.com/track/2TziLOnBMT8kDVo2LA1X6t",0.662,0.941,6,-4.05,0,0.0883,0.327,0,0.218,0.798,131.045,252373,4
"S161","Shake It Up","Selena Gomez","1oLcpJA9TfwwejiEM9C5gi","0C8ZW7ezQVs4URX5aX7Kqx","Shake It Up - From ""Shake It Up""","Selena Gomez","Shake It Up (From ""Shake It Up"")","https://open.spotify.com/track/1oLcpJA9TfwwejiEM9C5gi",0.724,0.782,2,-7.407,0,0.0334,0.0368,0,0.196,0.797,128.01,180827,4
"S162","I'm Every Woman","Chaka Khan","1oFiPGBafH9Woo9AMwgBSl","6mQfAAqZGBzIfrmlZCeaYT","I'm Every Woman","Chaka Khan","Chaka","https://open.spotify.com/track/1oFiPGBafH9Woo9AMwgBSl",0.603,0.886,0,-7.301,0,0.0465,0.0418,0.000171,0.295,0.727,114.045,249600,4
"S163","Head to Toe","Lisa Lisa & Cult Jam","5VzqFMyPERPObMOzZdELuK","1vgjN6nIPNKiiQGE9PtzTT","Head to Toe","Lisa Lisa & Cult Jam","Spanish Fly","https://open.spotify.com/track/5VzqFMyPERPObMOzZdELuK",0.879,0.511,11,-11.36,0,0.124,0.0425,0.0074,0.176,0.839,113.763,303267,4
"S164","Whatta Man","Salt-n-Pepa, En Vogue","7sJN693sYKEIEMu7fc5VnJ","7wqtxqI3eo7Gn1P7SpP6cQ","Whatta Man","Salt-N-Pepa","Very Necessary","https://open.spotify.com/track/7sJN693sYKEIEMu7fc5VnJ",0.757,0.544,5,-10.722,1,0.219,0.154,6.07e-05,0.226,0.921,173.208,308360,4
"S165","Point of No Return","Exposé","0ozd432IdkUR3ItM8ieKt0","5nPz5R1FDPTMI3Dw4JnTGb","Point of No Return","Exposé","Exposure","https://open.spotify.com/track/0ozd432IdkUR3ItM8ieKt0",0.6,0.814,0,-9.411,1,0.0415,0.00342,0.00209,0.0605,0.873,120.037,207867,4
"S166","Stupid Girls","Pink","1Ab6RxeKl3e07zP7Get7CX","1KCSPY1glIKqW2TotWuXOR","Stupid Girls","P!nk","I'm Not Dead","https://open.spotify.com/track/1Ab6RxeKl3e07zP7Get7CX",0.683,0.886,4,-5.045,0,0.071,0.000738,0.00188,0.0524,0.566,100.04,197173,4
"S167","Vibeology","Paula Abdul","6IXKljJrwMJlyRhzHRbEDW","4PpmBoqphQusNFsxuVKb6j","Vibeology","Paula Abdul","Spellbound","https://open.spotify.com/track/6IXKljJrwMJlyRhzHRbEDW",0.722,0.758,1,-9.33,1,0.0622,0.00485,0.00246,0.0768,0.645,117.975,316333,4
"S171","Geronimo","RuPaul ft. Lucian Piane","1w6DRfEwDvMYaNRRCn3MiC","2SdOKxC1sSxEyv8JYERaNe","Geronimo (feat. Lucian Piane)","RuPaul","Born Naked","https://open.spotify.com/track/1w6DRfEwDvMYaNRRCn3MiC",0.88,0.928,6,-6.344,1,0.233,0.0107,0.00208,0.416,0.517,146.011,222933,4
"S180","Show Me Love","Robin S.","4t0UsYzmmmZRMTWn77jiGF","2WvLeseDGPX1slhmxI59G3","Show Me Love","Robin S","Show Me Love","https://open.spotify.com/track/4t0UsYzmmmZRMTWn77jiGF",0.811,0.833,5,-4.259,1,0.153,0.014,2.06e-05,0.0769,0.567,120.258,252107,4
"S181","Roar","Katy Perry","27tNWlhdAryQY04Gb2ZhUI","6jJ0s89eD6GaHleKKya26X","Roar","Katy Perry","PRISM","https://open.spotify.com/track/27tNWlhdAryQY04Gb2ZhUI",0.671,0.771,7,-4.821,0,0.0316,0.00492,7.28e-06,0.354,0.436,90.003,223546,4
